StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2941,16,0,1,2,13.97252242316843,1,1,1,0,1,0,0,3.6579002926365174,0.0
3242,16,0,1,1,6.730051611874714,21,0,3,1,0,0,0,1.5013391233322269,0.0
3242,15,0,0,0,10.425364747150255,27,0,3,1,0,0,0,0.835909222611152,0.0
1979,16,0,1,2,12.839597500335017,1,0,3,0,0,0,0,3.545668731407974,0.0
1675,16,0,0,2,14.889961025910727,2,0,2,0,0,0,0,3.5328761711740917,0.0
2298,18,0,1,1,8.763381469163402,0,0,3,0,0,0,0,3.5420649866328615,0.0
1943,18,0,0,1,18.51905144277834,3,0,2,0,0,0,1,3.8456057940601993,0.0
1123,15,0,1,2,11.670959092671886,1,0,2,1,0,0,0,3.5720780164122052,0.0
1518,17,0,1,0,17.493854280567913,0,1,3,1,0,0,0,3.9167851627348003,0.0
1146,16,0,2,1,9.802744499421129,1,1,2,0,0,0,0,3.5887240201481028,0.0
3337,16,0,0,1,13.499398509815773,21,0,3,0,0,0,0,1.5816983747060183,0.0
1477,15,1,1,0,10.218546666607025,1,0,3,0,0,0,0,3.5842169576477447,0.0
1954,17,1,0,2,17.874456298815144,1,0,1,1,1,0,0,3.5137003226501804,0.0
3272,16,0,1,3,9.345461508653875,15,0,1,0,0,0,0,1.9698863570751017,0.0
3132,15,1,0,2,16.479922810050834,1,1,1,1,0,0,0,3.6042350039196873,0.0
3224,17,0,0,1,0.9833542325284079,24,0,3,0,0,0,0,0.7617175648162933,0.0
2659,17,0,0,1,11.460589869723467,0,0,4,0,0,0,0,3.8810985440076404,0.0
3337,16,0,1,2,7.128152743613903,13,0,2,0,0,0,0,1.8460135879449355,0.0
2417,15,0,0,2,6.79722688755146,0,0,3,0,0,0,0,3.621312396656978,0.0
1102,15,0,0,1,13.050392776259933,1,0,2,0,0,0,0,3.5751128197383197,0.0
3293,16,0,2,2,18.4732468416782,10,0,1,0,0,0,0,2.565796217490526,0.0
2235,18,0,1,0,19.21373513153665,2,0,0,1,0,0,0,3.515899186750467,0.0
3289,16,0,2,1,17.246725503448307,11,0,1,0,0,0,0,2.3416398360684556,0.0
3284,16,0,1,2,11.088049265364807,20,0,1,0,0,0,0,1.4407221753458108,0.0
2344,18,0,2,1,14.344149628170616,0,0,3,0,0,0,0,3.6471758964298697,0.0
3339,17,0,2,2,8.998222423001955,8,0,2,0,0,0,0,2.350794928747911,0.0
1452,15,0,1,0,12.163272278194247,1,0,3,0,0,1,0,3.6898662580270916,0.0
2463,16,0,0,1,16.25631022573196,0,0,3,0,0,0,0,3.597757773613469,0.0
1894,17,0,1,0,14.361992460282156,0,0,1,0,0,0,0,3.660179032507634,0.0
2269,16,0,1,0,13.866106935117347,0,0,2,1,0,0,0,3.8365958363441557,0.0
3359,16,0,1,2,13.867768038882131,6,0,0,0,0,0,0,2.4183520468620077,0.0
1721,16,0,1,2,15.546619539452811,3,1,2,1,0,0,0,3.5364835309772373,0.0
3242,15,0,0,0,10.338076300402653,27,0,3,1,0,0,0,0.8516276043360669,0.0
1853,16,0,1,1,18.74677943215752,1,0,1,1,0,0,0,3.5683566193684317,0.0
1130,16,0,1,2,9.661956280315565,1,1,2,0,0,0,0,3.578041522138843,0.0
2286,16,1,0,1,12.063391280379022,1,0,3,0,0,0,0,3.7625683593380583,0.0
3300,16,0,0,2,16.65216456057931,10,0,2,0,0,0,0,2.5251062980312766,0.0
2264,18,0,1,0,12.6408108003838,0,0,2,0,0,0,0,3.5322148728592793,0.0
3235,15,0,2,1,4.263778119853622,18,1,3,1,0,0,0,1.7031639492547954,0.0
3168,17,0,1,2,11.879675767873742,6,0,2,0,0,0,0,3.1064164474225833,0.0
3140,15,1,0,2,15.80217030664295,1,1,1,1,0,0,0,3.6143778426013276,0.0
2764,16,0,1,2,8.719935301073404,0,1,3,0,0,0,0,3.929783994968405,0.0
3078,16,1,1,2,17.582488256892415,5,1,2,1,1,0,0,3.5446028243122836,0.0
2303,18,0,1,1,11.002617813248985,0,0,3,0,0,0,0,3.537066465586451,0.0
2923,15,0,2,1,17.4256690325116,1,1,1,0,1,0,0,3.980226421230985,0.0
3355,15,0,0,1,12.650072103143607,6,0,1,0,0,0,0,2.63262578061286,0.0
3241,15,0,1,1,11.435677474030356,16,0,2,0,0,0,0,1.7224813073547698,0.0
3326,15,0,0,3,1.190651231783971,8,0,1,0,0,0,0,2.1601214168708602,0.0
3131,15,1,0,2,16.557396316245537,1,1,1,1,0,0,0,3.603075581753804,0.0
2491,16,0,0,1,18.90344245141624,0,0,4,0,0,0,0,3.602599792186467,0.0
3228,15,0,2,1,3.778649156290234,16,0,2,0,0,0,0,1.7564442676560383,0.0
1676,16,0,1,1,19.4126572207569,5,1,3,1,0,0,0,3.648586382022291,0.0
2855,15,0,1,2,12.168461520813779,1,1,3,0,1,0,0,3.6367539240680373,0.0
2293,18,0,1,1,6.269440048649798,0,0,3,0,0,0,0,3.5476320714615257,0.0
3327,15,0,0,2,3.784844804046383,7,0,2,0,0,0,0,2.520237601354535,0.0
3228,15,0,2,2,6.373728663311402,7,0,1,0,0,0,0,2.295491052047457,0.0
3218,17,0,0,1,8.164946675816132,23,0,3,0,0,0,0,0.9683670769027946,0.0
1740,15,0,1,2,14.02863100571323,4,1,3,1,0,0,0,3.748520656883463,0.0
1999,16,0,0,1,15.59013544680027,2,1,3,0,0,0,0,3.540694060614244,0.0
2029,16,0,0,1,14.450313068800494,4,1,3,1,1,0,0,3.530681476715288,0.0
1449,15,0,1,0,14.15794145488644,1,0,3,0,0,1,0,3.7750616146721425,0.0
1879,16,1,0,1,19.238101909221715,1,0,1,1,0,0,0,3.5731593260980925,0.0
1984,17,1,0,1,15.947314470311548,1,0,2,1,1,0,0,3.5167778126453193,0.0
3299,16,0,0,2,17.684856394266635,10,0,2,0,0,0,0,2.543730046951591,0.0
2264,17,1,1,1,8.708181660622525,1,0,3,0,0,0,0,3.9433862487362865,0.0
3241,17,0,1,2,4.685009855856456,19,1,3,0,0,0,0,1.6773918567441573,0.0
3339,16,0,0,1,14.070101652967514,20,0,3,0,0,0,0,1.624873323225227,0.0
2725,18,1,0,2,9.546138341764394,0,1,4,0,0,0,0,3.9951082308564416,0.0
3290,16,0,2,1,18.427544917514297,11,0,1,0,0,0,0,2.5537650401219896,0.0
3043,17,0,1,2,17.90310986735173,8,1,2,0,1,0,0,3.516517523408186,0.0
3046,17,0,0,1,11.56460111237907,1,1,3,0,1,0,0,3.7065306475706703,0.0
3284,15,0,0,1,13.59218843298657,14,0,0,1,0,0,0,1.741468257831274,0.0
1036,16,0,0,1,15.654293521583849,0,0,3,0,0,0,0,3.566715988490994,0.0
3343,16,0,0,1,12.156981629835487,19,1,3,0,0,0,0,1.7720602933349316,0.0
3238,17,0,1,2,2.2795669310911695,20,1,3,0,0,0,0,1.3439118146405913,0.0
2260,16,0,0,1,13.83782356813076,0,0,3,0,0,0,0,3.8281130885259977,0.0
3242,15,0,0,0,9.068691964671508,25,0,3,1,0,0,0,1.0802107477885308,0.0
1526,17,0,1,0,16.85758263038711,0,1,3,1,0,0,0,3.9014457386301076,0.0
3339,16,0,0,1,14.098396507712684,18,0,4,0,0,0,0,1.8611367826935683,0.0
1817,16,0,1,1,18.028157489195625,1,0,1,1,0,0,0,3.5547421837788113,0.0
1884,17,0,1,0,13.440484950789287,0,0,1,0,0,0,0,3.691908619180091,0.0
1567,15,1,0,1,14.15167210792685,0,0,3,0,0,0,0,3.6671706818649907,0.0
1976,15,0,1,2,18.47825645236195,3,1,4,0,0,0,0,3.569498221616488,0.0
1469,15,1,1,0,12.304461062530306,1,0,3,1,0,0,0,3.6890867913404595,0.0
3342,15,0,0,1,8.9840941292741,8,0,3,0,0,0,0,2.675736040102407,0.0
3219,17,0,0,1,4.872794512242141,24,0,3,0,0,0,0,0.8066599231238751,0.0
2315,18,0,1,1,17.18393074987705,1,0,3,0,0,0,0,3.5232682692103547,0.0
2278,15,0,0,2,18.822483412182617,3,0,3,1,1,0,0,3.9955006245244977,0.0
3039,16,1,1,1,14.22173057004623,5,1,2,0,1,0,0,3.6091931642998416,0.0
3340,16,0,1,1,14.2419708083497,15,0,4,0,0,0,0,2.180997527159304,0.0
1796,15,0,1,2,7.826431256202044,3,1,3,1,0,0,0,3.846775932551164,0.0
3002,17,0,0,1,14.277486856442831,1,1,1,0,1,0,0,3.626436704344647,0.0
2221,17,0,0,1,14.465059942846672,1,1,3,0,0,0,0,3.752636220777788,0.0
2337,17,0,1,1,19.649953839389322,1,0,3,0,0,0,0,3.5505670818926878,0.0
2223,17,0,0,2,12.660227919272497,2,0,3,0,1,0,0,3.665541247850411,0.0
1533,15,0,0,2,11.342944131481476,0,0,3,0,0,0,0,3.6445985424743195,0.0
2398,17,0,1,1,12.89608359186984,0,0,3,0,0,0,0,3.6793835460268314,0.0
2913,15,0,2,1,17.108213993230226,1,1,1,0,1,0,0,3.9518040681953637,0.0
1727,16,0,1,2,15.002869211760004,3,1,2,1,0,0,0,3.5583381268557415,0.0
2447,15,0,0,2,10.447484133048997,0,0,3,0,0,0,0,3.5930550822621123,0.0
1796,15,0,1,2,4.98841989620794,2,1,3,1,0,0,0,3.875645809597661,0.0
2855,15,0,0,2,12.382129171753986,1,1,3,0,1,0,0,3.6258263274978564,0.0
1490,16,0,0,0,17.61457434961096,0,1,4,0,0,0,0,3.9401501819285127,0.0
2908,16,0,0,2,15.32306316911516,2,1,2,0,1,0,0,3.5446649280619034,0.0
1443,15,0,0,1,19.31978997735952,0,0,3,0,0,1,0,3.995532021975019,0.0
3297,16,0,0,1,17.920116725644277,10,0,2,0,0,0,0,2.474968149114259,0.0
3229,15,0,2,2,5.951715213611048,8,0,1,0,0,0,0,2.2483934378373975,0.0
1687,16,0,1,2,14.119029746569772,4,1,2,1,0,0,0,3.605124814540545,0.0
1877,16,0,1,0,18.8772427680098,0,0,1,0,0,0,0,3.583580992825417,0.0
3024,16,0,0,1,9.264762890425647,0,1,1,0,1,0,0,3.7389860150549685,0.0
3252,17,0,1,2,5.05869640441725,17,0,3,0,0,0,0,1.655964765161226,0.0
3077,16,1,1,2,17.599408568095214,6,1,2,1,1,0,0,3.5432299271938863,0.0
1046,16,1,0,1,13.637247655225012,0,0,2,1,0,0,0,3.543628304743783,0.0
2900,15,0,3,1,14.823454781859727,0,1,1,0,1,0,0,3.948336651377548,0.0
3364,16,0,2,1,6.288029654424057,6,0,3,0,0,0,0,2.7934597134262504,0.0
1986,17,0,1,2,10.32692147192773,0,0,3,0,0,0,0,3.5334736573320535,0.0
1953,15,0,0,2,19.39741461202856,2,0,3,0,0,0,0,3.560509244721137,0.0
1436,15,0,1,0,9.376419502644184,1,0,3,0,0,1,0,3.648783022604556,0.0
3067,17,0,0,1,10.895323525028978,2,1,3,0,1,0,0,3.717927459172744,0.0
1122,15,0,2,1,18.660710258400083,2,0,2,1,0,0,1,3.6166724318959567,0.0
1652,15,0,0,2,14.243686952353547,1,0,2,0,0,0,0,3.5418872409503654,0.0
1094,15,0,0,1,10.26517237845352,1,0,2,0,0,0,0,3.556153391256672,0.0
1968,17,1,0,2,16.96368894258238,1,0,1,1,1,0,0,3.5151547446264195,0.0
1442,16,0,0,1,13.948316547442989,0,1,4,0,0,0,0,3.9177519910828753,0.0
2014,16,0,0,1,14.189564992056557,2,1,3,0,0,0,0,3.526934267014279,0.0
2482,16,0,1,1,14.263504147998713,0,0,2,0,0,0,0,3.73968708809423,0.0
1953,17,0,0,2,18.74302138073082,3,1,3,0,0,0,0,3.8062858439685736,0.0
3131,15,1,0,2,16.55874495964155,1,1,1,1,0,0,0,3.603055398763205,0.0
3342,15,0,0,1,9.35372197341811,9,0,3,0,0,0,0,2.5931059041763707,0.0
3333,15,0,0,1,5.22133499250554,6,0,2,0,0,0,0,2.6580245567052616,0.0
3043,17,0,1,2,17.897030708956546,8,1,2,0,1,0,0,3.5168643471133674,0.0
3339,16,0,2,2,13.267777093735063,10,0,3,0,0,0,0,2.5216289205354694,0.0
1972,17,1,0,1,17.139407034660877,3,1,3,1,1,0,0,3.7421790947859,0.0
2259,17,0,2,1,9.773997926781265,2,1,2,1,0,0,0,3.9505289963345542,0.0
2004,17,0,1,2,7.616125923130107,1,0,3,0,0,0,0,3.5171105512268803,0.0
2354,17,0,1,1,19.396522091003963,1,0,3,0,0,0,0,3.5863883618857018,0.0
2854,15,0,2,2,8.974242622229857,0,1,3,0,1,0,0,3.800115740079863,0.0
2995,17,0,1,2,17.15617942172498,3,1,1,0,1,0,0,3.559130853712296,0.0
1093,15,0,0,1,9.778521568353536,1,1,2,0,0,0,0,3.5526895587037,0.0
1416,16,0,0,1,11.944719281779992,0,1,4,0,0,0,0,3.9055114569045153,0.0
3234,16,0,1,2,2.6284899911089368,19,1,3,0,0,0,0,1.4515351301923272,0.0
1878,16,0,1,0,17.975452095238182,0,0,1,0,0,0,0,3.6015492096072483,0.0
3237,16,0,1,2,2.2677470844392054,20,1,3,0,0,0,0,1.3507059060052915,0.0
2270,16,1,1,1,13.671820191655527,0,0,3,0,0,0,0,3.8371869901143723,0.0
1525,16,1,0,0,17.207895690877216,0,0,3,0,0,0,0,3.8531769518254446,0.0
3012,16,0,0,1,11.9516815730599,1,1,1,0,1,0,0,3.678657369848229,0.0
1884,17,0,1,0,13.184082411425385,0,0,1,0,0,0,0,3.6970174504752102,0.0
1493,16,1,1,0,16.75002935735592,0,0,3,1,0,0,0,3.86700906443976,0.0
2065,16,0,1,0,13.019614269141016,3,1,3,1,1,0,0,3.5207532876990437,0.0
1092,16,0,0,2,8.860419412217412,0,0,2,0,0,0,0,3.533041317765604,0.0
3245,15,0,0,0,10.009141666038694,26,0,3,0,0,0,0,0.8787328896759047,0.0
3197,15,0,0,1,15.990060380508455,25,0,3,0,0,0,0,1.210758972671242,0.0
2398,16,0,0,1,14.578037902517812,0,0,3,0,0,0,0,3.741315354163138,0.0
2236,17,0,1,0,19.60486619206268,2,1,0,1,0,0,0,3.5209176261761215,0.0
2890,15,0,1,1,15.924633589731796,1,1,1,0,1,0,0,3.780966942027726,0.0
1715,17,0,1,2,15.283712520386002,2,1,1,1,0,0,0,3.519409672922175,0.0
3228,15,0,1,1,2.967502585514036,18,0,3,0,0,0,0,1.5234561687494586,0.0
3337,16,0,1,2,2.2687015751873134,5,0,1,0,0,0,0,2.1771614982700793,0.0
2281,17,1,1,1,6.987222301332746,0,0,3,0,0,0,0,3.7014791249833747,0.0
3196,15,0,0,2,12.03376924510312,20,0,3,0,0,0,0,1.5702847175368733,0.0
3347,16,0,1,2,7.338652584881704,6,0,0,0,0,0,0,2.238833128746346,0.0
2904,18,0,1,2,15.73652141625429,1,1,3,0,1,0,0,3.9367857684819505,0.0
1398,15,0,0,1,8.585314819266872,0,0,3,0,0,1,0,3.770838806037358,0.0
3147,15,1,0,2,12.525123780489807,1,0,1,0,0,0,0,3.350397311147645,0.0
2288,17,1,1,1,6.3063967625160355,0,0,3,0,0,0,0,3.60577869662425,0.0
3261,17,0,0,2,4.870564103033401,16,0,3,0,0,0,0,1.5698210865252833,0.0
3241,15,0,2,2,11.718138657652062,9,0,2,0,0,0,0,2.247581784498058,0.0
2991,17,0,0,1,16.98083809864972,2,1,1,0,1,0,0,3.566080462207758,0.0
3316,15,0,0,2,1.0800519928231518,9,0,2,0,0,0,0,2.2607961033845827,0.0
3228,15,0,2,2,5.90289869554059,7,0,1,0,0,0,0,2.2694656745350916,0.0
1134,15,0,2,1,15.117574531529327,3,1,2,0,0,0,0,3.5831257482815175,0.0
1633,15,0,0,2,7.881263155018198,0,0,1,0,0,0,0,3.5636895205203,0.0
2919,15,0,3,1,17.37928984289512,0,1,1,0,1,0,0,3.998760406418176,0.0
1884,17,0,1,0,13.120327779852477,0,0,1,0,0,0,0,3.698287764169437,0.0
1805,16,0,1,1,17.78994087423959,1,0,1,1,0,0,0,3.5502291226449842,0.0
2923,15,0,2,1,17.178633308715487,0,1,1,0,1,0,0,3.9922673787289407,0.0
2247,17,0,2,0,14.552527469260916,2,1,1,1,0,0,0,3.739205873235688,0.0
1130,15,0,1,1,11.971690448321686,2,0,2,0,0,0,0,3.5648486546391984,0.0
2364,17,0,1,1,8.086626019751053,0,0,3,0,1,1,0,3.708410723213138,0.0
1903,17,0,1,1,15.876258952243486,0,0,1,0,0,0,0,3.6182820197012844,0.0
3324,15,0,0,2,5.745579081685694,14,1,2,0,0,0,0,1.9879204768493817,0.0
1980,17,1,0,1,16.54140778917189,3,1,3,1,1,0,0,3.7053061104968665,0.0
3121,15,0,0,1,16.147328943339062,1,1,1,0,1,0,0,3.6148267214934013,0.0
2858,16,0,0,2,14.271437004674219,1,1,3,0,1,0,0,3.5516742167259094,0.0
3168,16,0,1,2,14.690895728335574,8,0,2,1,0,0,0,2.94473940593421,0.0
3267,17,0,0,2,5.1928338895184485,15,0,2,0,0,0,0,1.523940687299922,0.0
2931,15,0,2,1,16.500213759572592,0,1,1,0,1,0,0,3.9723576974188592,0.0
2773,16,0,1,2,8.700094154506198,0,1,3,0,0,0,0,3.9197138852197972,0.0
1844,16,0,1,1,8.187717072544162,1,1,3,0,0,0,0,3.8529424721526238,0.0
1100,15,0,0,1,12.434409609166025,1,0,2,0,0,0,0,3.570919726505334,0.0
3274,15,0,1,3,11.062334569861864,15,0,0,0,0,0,0,2.139932945546597,0.0
3304,16,0,0,2,5.390447777961748,19,1,2,0,0,0,0,1.24845648556814,0.0
2251,16,0,1,0,19.360929313963794,2,1,1,1,0,0,0,3.6866447259067474,0.0
1540,16,1,0,0,16.145945804515012,0,0,3,0,0,0,0,3.7885451171818305,0.0
1888,17,0,1,0,13.18972504569404,0,0,1,0,0,0,0,3.6926135499074415,0.0
1093,17,0,0,1,7.93113354262869,0,0,2,0,1,0,0,3.5088533095039036,0.0
2261,16,1,1,2,9.138388531893108,2,1,3,1,1,0,0,3.984884942267872,0.0
3183,15,0,0,2,15.227489968192534,18,0,2,1,0,0,0,1.9176771357682532,0.0
2280,16,1,1,1,10.12497000354978,0,0,3,0,0,0,0,3.7054430071190456,0.0
3364,16,0,2,1,6.056607654059029,6,0,3,0,0,0,0,2.8004724191304335,0.0
1097,17,0,0,1,9.929503125636838,0,0,2,1,0,0,0,3.527875728503355,0.0
2266,16,1,1,2,12.122370126395737,2,1,3,1,1,0,0,3.989505537977483,0.0
1953,17,0,0,2,18.770535614304002,3,1,3,0,0,0,0,3.794452446585064,0.0
2262,16,1,1,2,9.883529424628255,2,1,3,1,1,0,0,3.9860387680214795,0.0
1452,15,0,1,0,11.485022238029472,1,0,3,0,0,1,0,3.660897166439592,0.0
1684,17,0,1,2,3.395355825018493,0,1,0,1,0,0,0,3.5585903505650833,0.0
2265,16,1,1,2,11.716676171949244,2,1,3,1,1,0,0,3.988877334456126,0.0
3305,16,0,0,2,11.600206519648397,10,0,2,0,0,0,0,2.433998384672152,0.0
1608,17,0,1,1,9.429174795843407,0,1,1,1,0,0,0,3.7223594974557455,0.0
3150,17,1,2,2,14.575707819264549,2,1,2,1,0,0,0,3.628020900604496,0.0
2265,17,1,1,1,8.586263763126542,1,0,3,0,0,0,0,3.9262488260783646,0.0
2517,16,0,0,1,19.210513783549555,0,0,4,0,0,0,0,3.535155890944887,0.0
3028,15,1,0,1,9.071575266660139,0,1,1,0,1,0,0,3.7441310664756373,0.0
2986,15,0,1,1,12.090070132076372,0,1,1,0,1,0,0,3.8429325441106053,0.0
1688,16,0,1,2,16.29241477610476,4,1,2,1,0,0,0,3.6135830577513,0.0
1507,17,0,1,0,18.547124729180208,0,1,3,1,0,0,0,3.9421777165341294,0.0
2297,18,0,1,1,8.002524378927642,0,0,3,0,0,0,0,3.5437634050195137,0.0
1109,15,0,1,1,15.560136589897894,2,0,2,0,0,0,0,3.592197036261868,0.0
3026,17,0,1,2,17.64241580550128,6,1,2,0,1,0,0,3.531390450641232,0.0
2277,15,0,0,1,18.921154828879583,2,1,2,1,0,0,0,3.9854209934253895,0.0
3118,15,0,0,1,15.679421387401455,1,1,1,0,1,0,0,3.625182621077415,0.0
1946,18,0,0,1,18.58082246091475,3,0,2,0,0,0,1,3.842015699374586,0.0
2525,15,0,0,1,12.141677348910022,1,0,4,0,0,0,0,3.6627466201019234,0.0
1055,15,0,0,1,18.90941386018185,1,0,2,1,0,0,0,3.5925503734812083,0.0
2380,17,0,1,1,12.848171915972936,0,0,3,0,0,0,0,3.735937123611525,0.0
1128,16,1,1,2,5.728229419432852,1,0,2,1,0,0,0,3.5380415056825587,0.0
3319,15,0,0,2,2.699401677069348,10,0,2,0,0,0,0,2.2819809022049453,0.0
1098,15,0,0,1,11.543492796600395,1,0,2,0,0,0,0,3.5648551171824097,0.0
